"start_latitude","start_longitude","end_latitude","end_longitude","movement_geometry","length_km","start_polygon_id","end_polygon_id","start_polygon_name","end_polygon_name","polygon_level","polygon_version","country","date_time","n_baseline","n_crisis","n_difference","percent_change","z_score","ds"
"30.022478285382874","70.54930191944253","27.493773199641932","65.73513763364258","LINESTRING (70.54930191944253 30.022478285382874, 65.73513763364258 27.493773199641932)","546.9850810949263","PAK.7.2_1","PAK.2.1_1","Dera Ghazi Khan","Kalat","GADM2","3.6","PK","2022-09-07 16:00","","","","","","2022-09-07"
"32.93234229426058","70.79861448797378","31.209905085174274","72.62371843417888","LINESTRING (70.79861448797378 32.93234229426058, 72.62371843417888 31.209905085174274)","257.3928150753201","PAK.5.3_1","PAK.7.3_1","F.A.T.A.","Faisalabad","GADM2","3.6","PK","2022-09-07 16:00","","","","","","2022-09-07"
"33.170013305044215","70.3861612705621","33.32403865221535","71.2456287788584","LINESTRING (70.3861612705621 33.170013305044215, 71.2456287788584 33.32403865221535)","81.73954850020263","PAK.3.1_1","PAK.5.5_1","F.A.T.A.","Kohat","GADM2","3.6","PK","2022-09-07 16:00","31.857142857142858","31.0","-0.8571428571428577","-2.6086956521739144","-0.1687186976766469","2022-09-07"
"32.93234229426058","70.79861448797378","28.848917939976854","71.63772667830045","LINESTRING (70.79861448797378 32.93234229426058, 71.63772667830045 28.848917939976854)","461.0564656534313","PAK.5.3_1","PAK.7.1_1","F.A.T.A.","Bahawalpur","GADM2","3.6","PK","2022-09-07 16:00","","","","","","2022-09-07"
"32.93234229426058","70.79861448797378","25.32310038372032","68.0513634220865","LINESTRING (70.79861448797378 32.93234229426058, 68.0513634220865 25.32310038372032)","887.0769701478225","PAK.5.3_1","PAK.8.1_1","F.A.T.A.","Hyderabad","GADM2","3.6","PK","2022-09-07 16:00","","","","","","2022-09-07"
"32.93234229426058","70.79861448797378","33.32403865221535","71.2456287788584","LINESTRING (70.79861448797378 32.93234229426058, 71.2456287788584 33.32403865221535)","60.247232224598804","PAK.5.3_1","PAK.5.5_1","F.A.T.A.","Kohat","GADM2","3.6","PK","2022-09-07 16:00","22.571428571428573","14.0","-8.571428571428573","-36.36363636363637","-1.1357879791107999","2022-09-07"
"30.022478285382874","70.54930191944253","25.32310038372032","68.0513634220865","LINESTRING (70.54930191944253 30.022478285382874, 68.0513634220865 25.32310038372032)","577.4961223945052","PAK.7.2_1","PAK.8.1_1","Dera Ghazi Khan","Hyderabad","GADM2","3.6","PK","2022-09-07 16:00","12.0","","","","","2022-09-07"
"30.022478285382874","70.54930191944253","28.78299391530157","67.8281987215831","LINESTRING (70.54930191944253 30.022478285382874, 67.8281987215831 28.78299391530157)","297.4417619251551","PAK.7.2_1","PAK.2.3_1","Dera Ghazi Khan","Nasirabad","GADM2","3.6","PK","2022-09-07 16:00","","","","","","2022-09-07"
"33.170013305044215","70.3861612705621","25.32310038372032","68.0513634220865","LINESTRING (70.3861612705621 33.170013305044215, 68.0513634220865 25.32310038372032)","901.3758309414768","PAK.3.1_1","PAK.8.1_1","F.A.T.A.","Hyderabad","GADM2","3.6","PK","2022-09-07 16:00","","","","","","2022-09-07"
"32.93234229426058","70.79861448797378","28.78299391530157","67.8281987215831","LINESTRING (70.79861448797378 32.93234229426058, 67.8281987215831 28.78299391530157)","541.4755557509491","PAK.5.3_1","PAK.2.3_1","F.A.T.A.","Nasirabad","GADM2","3.6","PK","2022-09-07 16:00","","","","","","2022-09-07"
